date,ticker,close,volume,sector,ret,ma20
2019-01-02,AAPL,37.53881072998047,148158800,Technology,,37.53881072998047
2019-01-03,AAPL,33.79966735839844,365248800,Technology,-0.09960740095039167,35.66923904418945
2019-01-04,AAPL,35.24256134033203,234428400,Technology,0.04268959119134852,35.52701314290365
2019-01-07,AAPL,35.16411590576172,219111200,Technology,-0.0022258721156154238,35.436288833618164
2019-01-08,AAPL,35.834449768066406,164101200,Technology,0.019063009122741947,35.51592102050781
2019-01-09,AAPL,36.44298553466797,180396400,Technology,0.016981864394185697,35.670431772867836
2019-01-10,AAPL,36.55946731567383,143122800,Technology,0.0031962743802933513,35.79743685041155
2019-01-11,AAPL,36.200523376464844,108092800,Technology,-0.009818084495314738,35.84782266616821
2019-01-14,AAPL,35.65617370605469,129756800,Technology,-0.015037066308385416,35.82652833726671
2019-01-15,AAPL,36.38593673706055,114843600,Technology,0.02046666692343213,35.882469177246094
2019-01-16,AAPL,36.8304443359375,122278800,Technology,0.012216467095217176,35.96864873712713
2019-01-17,AAPL,37.04914093017578,119284800,Technology,0.005937929834446409,36.058689753214516
2019-01-18,AAPL,37.27733612060547,135004000,Technology,0.006159257264824358,36.15243178147536
2019-01-22,AAPL,36.44061279296875,121576000,Technology,-0.022445899163224037,36.17301613943918
2019-01-23,AAPL,36.587989807128906,92522400,Technology,0.004044306691477928,36.20068105061849
2019-01-24,AAPL,36.29798126220703,101766000,Technology,-0.007926331740296111,36.20676231384277
2019-01-25,AAPL,37.50077819824219,134142000,Technology,0.03313674464005234,36.28288089527803
2019-01-28,AAPL,37.15373611450195,104768400,Technology,-0.00925426352236347,36.331261740790474
2019-01-29,AAPL,36.768638610839844,166348800,Technology,-0.01036497386091395,36.35428157605623
2019-01-30,AAPL,39.281227111816406,244439200,Technology,0.06833509740651156,36.50062885284424
2019-01-31,AAPL,39.5640869140625,162958400,Technology,0.007200890171809471,36.60189266204834
2019-02-01,AAPL,39.583099365234375,130672400,Technology,0.0004805482106329251,36.89106426239014
2019-02-04,AAPL,40.707462310791016,125982000,Technology,0.02840512652084448,37.16430931091308
2019-02-05,AAPL,41.40393829345703,144406400,Technology,0.01710929503167269,37.476300430297854
2019-02-06,AAPL,41.41820526123047,112958400,Technology,0.0003445799689951734,37.75548820495605
2019-02-07,AAPL,40.63376998901367,126966800,Technology,-0.01893938347326385,37.96502742767334
2019-02-08,AAPL,40.6815299987793,95280000,Technology,0.0011753772731040169,38.17113056182861
2019-02-11,AAPL,40.447566986083984,83973600,Technology,-0.0057510868618346755,38.38348274230957
2019-02-12,AAPL,40.796112060546875,89134000,Technology,0.008617207422706219,38.64047966003418
2019-02-13,AAPL,40.62660217285156,89960800,Technology,-0.004155050055842047,38.85251293182373
2019-02-14,AAPL,40.77462387084961,87342800,Technology,0.00364346733621157,39.04972190856934
2019-02-15,AAPL,40.68390655517578,98507200,Technology,-0.0022248473943295988,39.23146018981934
2019-02-19,AAPL,40.8056526184082,75891200,Technology,0.002992487043182779,39.40787601470947
2019-02-20,AAPL,41.0682487487793,104457600,Technology,0.006435288091744207,39.6392578125
2019-02-21,AAPL,40.836692810058594,68998800,Technology,-0.005638320254101048,39.85169296264648
2019-02-22,AAPL,41.29265594482422,75652800,Technology,0.011165525496553252,40.101426696777345
2019-02-25,AAPL,41.59345245361328,87493600,Technology,0.007284503791448849,40.3060604095459
2019-02-26,AAPL,41.61733627319336,68280800,Technology,0.0005742206566456964,40.529240417480466
2019-02-27,AAPL,41.746238708496094,111341600,Technology,0.0030973254620758617,40.77812042236328
2019-02-28,AAPL,41.335628509521484,112861600,Technology,-0.009835860946462827,40.88084049224854
2019-03-01,AAPL,41.770118713378906,103544800,Technology,0.010511276095810151,40.99114208221435
2019-03-04,AAPL,41.98019790649414,109744800,Technology,0.005029413360224666,41.11099700927734
2019-03-05,AAPL,41.90380859375,78949600,Technology,-0.0018196510867882765,41.17081432342529
2019-03-06,AAPL,41.66269302368164,83241600,Technology,-0.005754025186730183,41.18375205993652
2019-03-07,AAPL,41.18044662475586,99185600,Technology,-0.011575017453904546,41.171864128112794
2019-03-08,AAPL,41.2783317565918,95997600,Technology,0.00237698082121085,41.2040922164917
2019-03-11,AAPL,42.70831298828125,128044000,Technology,0.034642418209187786,41.3054313659668
2019-03-12,AAPL,43.18815994262695,129870400,Technology,0.011235446234492352,41.442461013793945
2019-03-13,AAPL,43.37913131713867,124130000,Technology,0.004421845588360673,41.57161197662354
2019-03-14,AAPL,43.86137390136719,94318000,Technology,0.011116925802476585,41.733350563049314
2019-03-15,AAPL,44.43193054199219,156171600,Technology,0.013008179860212188,41.916215896606445
2019-03-18,AAPL,44.8855094909668,104879200,Technology,0.010208400657854222,42.126296043395996
2019-03-19,AAPL,44.529808044433594,126585600,Technology,-0.007924638721206634,42.312503814697266
2019-03-20,AAPL,44.918922424316406,124140800,Technology,0.00873829007963689,42.505037498474124
2019-03-21,AAPL,46.573307037353516,204136800,Technology,0.03683046083361807,42.79186820983887
2019-03-22,AAPL,45.60886001586914,169630800,Technology,-0.020708149857403324,43.00767841339111
2019-03-25,AAPL,45.05738067626953,175381200,Technology,-0.012091495806028196,43.180874824523926
2019-03-26,AAPL,44.59186935424805,199202000,Technology,-0.010331522051095554,43.32960147857666
2019-03-27,AAPL,44.99293899536133,119393600,Technology,0.00899423251192033,43.49193649291992
2019-03-28,AAPL,45.05261993408203,83121600,Technology,0.0013264512177535437,43.67778606414795
2019-03-29,AAPL,45.346248626708984,94256000,Technology,0.0065174609835469965,43.85659255981445
2019-04-01,AAPL,45.654197692871094,111448000,Technology,0.006791059359664953,44.0402925491333
2019-04-02,AAPL,46.31787109375,91062800,Technology,0.01453696339915167,44.2609956741333
2019-04-03,AAPL,46.63538360595703,93087200,Technology,0.00685507569128907,44.50963020324707
2019-04-04,AAPL,46.71653747558594,76457200,Technology,0.0017401780226493635,44.786434745788576
2019-04-05,AAPL,47.029273986816406,74106400,Technology,0.006694342691683897,45.073981857299806
2019-04-08,AAPL,47.76934051513672,103526800,Technology,0.015736294983583532,45.32703323364258
2019-04-09,AAPL,47.626094818115234,143072800,Technology,-0.002998695302818599,45.54892997741699
2019-04-10,AAPL,47.89347839355469,86781200,Technology,0.005614224228557729,45.774647331237794
2019-04-11,AAPL,47.49479675292969,83603200,Technology,-0.008324340891444848,45.95631847381592
2019-04-12,AAPL,47.47569274902344,111042800,Technology,-0.0004022336174135388,46.10850658416748
2019-04-15,AAPL,47.56163787841797,70146400,Technology,0.0018102975315994474,46.24231300354004
2019-04-16,AAPL,47.56641387939453,102785600,Technology,0.00010041708380126302,46.39414329528809
2019-04-17,AAPL,48.49268341064453,115627200,Technology,0.01947318403272047,46.572831344604495
2019-04-18,AAPL,48.666954040527344,96783200,Technology,0.003593751007900714,46.677513694763185
2019-04-22,AAPL,48.82689666748047,77758000,Technology,0.003286472928220041,46.83841552734375
2019-04-23,AAPL,49.53113555908203,93292000,Technology,0.014423175333004412,47.062103271484375
2019-04-24,AAPL,49.454750061035156,70162400,Technology,-0.0015421713470663567,47.30524730682373
2019-04-25,AAPL,49.00594711303711,74172800,Technology,-0.009075022064496396,47.50589771270752
2019-04-26,AAPL,48.77199172973633,74596400,Technology,-0.004774020238015986,47.69186630249023
2019-04-29,AAPL,48.84598922729492,88818800,Technology,0.0015172129522338373,47.86685333251953
2019-04-30,AAPL,47.90541076660156,186139600,Technology,-0.019256001886184926,47.979413986206055
2019-05-01,AAPL,50.25687026977539,259309200,Technology,0.04908546791572865,48.176363945007324
2019-05-02,AAPL,49.92982864379883,127985200,Technology,-0.006507401360670184,48.34108619689941
